filename,width,height,class,xmin,ymin,xmax,ymax,score
aug_3_3_0_6581.jpg,388,284,person,253.0,76.0,306.0,132.0,0.9927777051925659
aug_3_2_0_7824.jpg,388,284,person,87.0,183.0,165.0,256.0,0.9501614570617676
300458.jpg,388,284,person,84.0,139.0,163.0,216.0,0.967339277267456
401076.jpg,388,284,person,111.0,130.0,152.0,220.0,0.9794492125511168
aug_3_3_0_7881.jpg,388,284,person,178.0,162.0,213.0,229.0,0.7455477714538574
100250.jpg,388,284,person,97.0,154.0,153.0,205.0,0.8673444986343384
100250.jpg,388,284,person,93.0,152.0,123.0,212.0,0.7996314764022827
aug_3_3_0_4478.jpg,388,284,person,95.0,205.0,158.0,283.0,0.90590637922287
aug_3_4_0_7032.jpg,388,284,person,40.0,127.0,102.0,210.0,0.8300666809082031
400292.jpg,388,284,person,109.0,142.0,139.0,190.0,0.6694849729537964
100355.jpg,388,284,person,80.0,143.0,166.0,221.0,0.9825083017349244
aug_3_3_0_9208.jpg,388,284,person,72.0,66.0,110.0,166.0,0.8412028551101685
aug_3_0_7839.jpg,388,284,person,241.0,167.0,304.0,217.0,0.7659040093421936
aug_3_4_0_974.jpg,388,284,person,162.0,104.0,229.0,187.0,0.7627575993537903
aug_3_2_0_2364.jpg,388,284,person,134.0,218.0,174.0,279.0,0.6585853099822998
aug_3_0_3350.jpg,388,284,person,213.0,104.0,252.0,158.0,0.7015155553817749
200819.jpg,388,284,person,81.0,155.0,137.0,230.0,0.684435248374939
aug_3_4_0_7423.jpg,388,284,person,181.0,187.0,239.0,232.0,0.6862870454788208
aug_3_4_0_5459.jpg,388,284,person,176.0,113.0,227.0,165.0,0.9910352826118468
aug_3_0_4151.jpg,388,284,person,230.0,121.0,289.0,203.0,0.9656575918197632
200552.jpg,388,284,person,81.0,167.0,119.0,231.0,0.8179059624671936
aug_3_0_3288.jpg,388,284,person,55.0,111.0,151.0,186.0,0.6398146748542786
aug_3_2_0_1695.jpg,388,284,person,72.0,114.0,132.0,192.0,0.9718946814537048
400270.jpg,388,284,person,105.0,143.0,142.0,209.0,0.9456763267517092
aug_3_4_0_2875.jpg,388,284,person,254.0,146.0,279.0,205.0,0.7263011932373047
400538.jpg,388,284,person,102.0,150.0,153.0,211.0,0.989455223083496
400949.jpg,388,284,person,101.0,148.0,159.0,218.0,0.9645869731903076
aug_3_4_0_8303.jpg,388,284,person,64.0,190.0,150.0,267.0,0.7768586277961731
aug_3_2_0_2153.jpg,388,284,person,299.0,73.0,348.0,127.0,0.9854395985603333
300597.jpg,388,284,person,86.0,165.0,125.0,229.0,0.9003692269325256
aug_3_0_1817.jpg,388,284,person,188.0,200.0,247.0,282.0,0.9931938052177428
aug_3_2_0_1159.jpg,388,284,person,45.0,146.0,90.0,192.0,0.6707562804222107
400276.jpg,388,284,person,106.0,142.0,136.0,190.0,0.9168022274971008
aug_3_0_138.jpg,388,284,person,143.0,214.0,179.0,266.0,0.9269774556159972
aug_3_0_325.jpg,388,284,person,47.0,138.0,94.0,220.0,0.9823815226554872
aug_3_3_0_7412.jpg,388,284,person,68.0,164.0,124.0,242.0,0.9937280416488647
aug_3_4_0_7660.jpg,388,284,person,246.0,163.0,308.0,221.0,0.8369392156600952
400929.jpg,388,284,person,103.0,147.0,152.0,204.0,0.9879624843597412
100239.jpg,388,284,person,88.0,152.0,152.0,225.0,0.9686267971992492
aug_3_0_3894.jpg,388,284,person,64.0,157.0,109.0,204.0,0.6607486009597778
aug_3_3_0_8926.jpg,388,284,person,41.0,137.0,87.0,189.0,0.9312390685081482
aug_3_3_0_9008.jpg,388,284,person,158.0,163.0,209.0,252.0,0.9719974398612976
aug_3_3_0_4607.jpg,388,284,person,123.0,181.0,180.0,239.0,0.9314339160919192
aug_3_3_0_1845.jpg,388,284,person,206.0,162.0,261.0,222.0,0.6162047982215881
aug_3_4_0_6227.jpg,388,284,person,203.0,137.0,260.0,225.0,0.7022315859794617
200519.jpg,388,284,person,99.0,158.0,144.0,234.0,0.9968844652175904
401059.jpg,388,284,person,108.0,138.0,165.0,196.0,0.9947539567947388
200542.jpg,388,284,person,100.0,157.0,146.0,235.0,0.9970110654830932
aug_3_0_8981.jpg,388,284,person,67.0,137.0,128.0,225.0,0.9871442317962646
aug_3_3_0_570.jpg,388,284,person,47.0,201.0,93.0,248.0,0.80666184425354
300395.jpg,388,284,person,111.0,141.0,168.0,189.0,0.8428313136100769
aug_3_2_0_9277.jpg,388,284,person,35.0,106.0,92.0,191.0,0.950959324836731
aug_3_3_0_721.jpg,388,284,person,254.0,133.0,316.0,173.0,0.9706725478172302
aug_3_0_5346.jpg,388,284,person,129.0,214.0,163.0,273.0,0.8755580186843872
aug_3_2_0_8835.jpg,388,284,person,97.0,83.0,179.0,163.0,0.9913689494132996
aug_3_3_0_7003.jpg,388,284,person,47.0,194.0,110.0,271.0,0.9688733816146852
401087.jpg,388,284,person,105.0,126.0,149.0,226.0,0.9885639548301696
aug_3_3_0_1619.jpg,388,284,person,210.0,86.0,275.0,161.0,0.9857738614082336
aug_3_3_0_8956.jpg,388,284,person,286.0,105.0,318.0,158.0,0.7439650893211365
aug_3_3_0_509.jpg,388,284,person,154.0,142.0,190.0,196.0,0.8886700272560121
aug_3_4_0_5747.jpg,388,284,person,33.0,189.0,97.0,233.0,0.9194196462631226
400834.jpg,388,284,person,117.0,152.0,154.0,207.0,0.934266209602356
400834.jpg,388,284,person,84.0,151.0,137.0,202.0,0.8335095047950745
aug_3_2_0_3966.jpg,388,284,person,10.0,138.0,73.0,220.0,0.996135413646698
aug_3_2_0_1710.jpg,388,284,person,179.0,180.0,241.0,267.0,0.9886724948883056
400590.jpg,388,284,person,91.0,168.0,134.0,211.0,0.9584968686103821
100189.jpg,388,284,person,97.0,143.0,156.0,215.0,0.9847233295440674
aug_3_4_0_9386.jpg,388,284,person,231.0,155.0,295.0,237.0,0.9846813082695008
aug_3_2_0_3223.jpg,388,284,person,72.0,202.0,125.0,265.0,0.9968539476394652
aug_3_4_0_5955.jpg,388,284,person,174.0,104.0,228.0,182.0,0.968014657497406
aug_3_0_3052.jpg,388,284,person,158.0,149.0,203.0,198.0,0.9081494212150574
aug_3_0_8056.jpg,388,284,person,83.0,119.0,135.0,177.0,0.9776800870895386
aug_3_4_0_1675.jpg,388,284,person,133.0,103.0,181.0,188.0,0.9884034991264344
300370.jpg,388,284,person,110.0,141.0,170.0,190.0,0.6270468235015869
aug_3_4_0_6172.jpg,388,284,person,303.0,157.0,344.0,252.0,0.6415601968765259
aug_3_3_0_8251.jpg,388,284,person,119.0,156.0,188.0,202.0,0.8312050700187683
aug_3_0_4917.jpg,388,284,person,313.0,133.0,357.0,186.0,0.9644674062728882
100237.jpg,388,284,person,89.0,151.0,153.0,228.0,0.8997073769569397
aug_3_0_8025.jpg,388,284,person,257.0,139.0,303.0,192.0,0.9802901148796082
400273.jpg,388,284,person,104.0,145.0,142.0,209.0,0.7842980623245239
aug_3_2_0_4599.jpg,388,284,person,143.0,160.0,194.0,217.0,0.9815696477890016
aug_3_3_0_5158.jpg,388,284,person,180.0,200.0,244.0,248.0,0.9588873386383056
400421.jpg,388,284,person,99.0,147.0,157.0,221.0,0.8911576271057129
aug_3_3_0_8350.jpg,388,284,person,97.0,115.0,182.0,190.0,0.9039828777313232
aug_3_2_0_397.jpg,388,284,person,160.0,98.0,244.0,149.0,0.95081228017807
aug_3_3_0_3211.jpg,388,284,person,148.0,123.0,200.0,177.0,0.9939550161361694
200245.jpg,388,284,person,81.0,151.0,148.0,237.0,0.7622047662734985
aug_3_3_0_740.jpg,388,284,person,23.0,222.0,82.0,263.0,0.6384891271591187
aug_3_0_4612.jpg,388,284,person,5.0,108.0,72.0,185.0,0.9509795308113098
200553.jpg,388,284,person,80.0,172.0,124.0,235.0,0.9516709446907043
aug_3_0_3012.jpg,388,284,person,170.0,143.0,201.0,191.0,0.6096848845481873
400575.jpg,388,284,person,109.0,143.0,141.0,189.0,0.6578664183616638
aug_3_0_9239.jpg,388,284,person,62.0,104.0,134.0,153.0,0.7807525396347046
aug_3_3_0_9987.jpg,388,284,person,139.0,129.0,199.0,189.0,0.9874355792999268
aug_3_0_9727.jpg,388,284,person,229.0,172.0,271.0,218.0,0.921596348285675
400124.jpg,388,284,person,110.0,144.0,165.0,236.0,0.9873059988021852
aug_3_0_4897.jpg,388,284,person,126.0,96.0,193.0,173.0,0.9888060688972472
aug_3_3_0_330.jpg,388,284,person,76.0,109.0,142.0,191.0,0.9946407079696656
aug_3_4_0_8140.jpg,388,284,person,171.0,129.0,265.0,209.0,0.7633566856384277
aug_3_3_0_8041.jpg,388,284,person,99.0,102.0,133.0,167.0,0.9709991812705994
400149.jpg,388,284,person,99.0,143.0,150.0,234.0,0.990068256855011
aug_3_2_0_7224.jpg,388,284,person,117.0,182.0,175.0,271.0,0.9988281130790708
aug_3_4_0_2373.jpg,388,284,person,86.0,116.0,126.0,176.0,0.966768741607666
aug_3_3_0_136.jpg,388,284,person,172.0,126.0,209.0,198.0,0.9766266345977784
aug_3_2_0_4391.jpg,388,284,person,242.0,172.0,286.0,226.0,0.9557143449783324
aug_3_3_0_8323.jpg,388,284,person,143.0,104.0,180.0,172.0,0.8047299385070801
100305.jpg,388,284,person,99.0,151.0,156.0,197.0,0.6221872568130493
400511.jpg,388,284,person,89.0,144.0,164.0,190.0,0.9753103256225586
aug_3_2_0_1177.jpg,388,284,person,286.0,119.0,345.0,202.0,0.9904270768165588
100357.jpg,388,284,person,71.0,144.0,158.0,223.0,0.984960436820984
aug_3_4_0_5520.jpg,388,284,person,185.0,136.0,245.0,226.0,0.974113404750824
aug_3_3_0_5005.jpg,388,284,person,249.0,116.0,305.0,158.0,0.7264406085014343
aug_3_0_9682.jpg,388,284,person,111.0,142.0,198.0,222.0,0.9702045321464542
aug_3_4_0_7663.jpg,388,284,person,163.0,147.0,211.0,229.0,0.9534509778022766
aug_3_4_0_9485.jpg,388,284,person,224.0,167.0,271.0,259.0,0.9803099036216736
200238.jpg,388,284,person,90.0,155.0,155.0,235.0,0.9469648599624634
200277.jpg,388,284,person,81.0,158.0,148.0,234.0,0.8939828276634216
200776.jpg,388,284,person,68.0,164.0,160.0,233.0,0.739793062210083
aug_3_2_0_535.jpg,388,284,person,120.0,111.0,170.0,166.0,0.9902061223983764
aug_3_0_9953.jpg,388,284,person,78.0,92.0,136.0,185.0,0.6856170296669006
aug_3_0_4054.jpg,388,284,person,229.0,165.0,282.0,224.0,0.7202264666557312
200781.jpg,388,284,person,90.0,169.0,142.0,242.0,0.9884116649627686
300596.jpg,388,284,person,86.0,165.0,125.0,228.0,0.7506484389305115
100257.jpg,388,284,person,97.0,150.0,128.0,213.0,0.9065217971801758
100257.jpg,388,284,person,99.0,150.0,156.0,212.0,0.6445547938346863
aug_3_2_0_3517.jpg,388,284,person,164.0,156.0,231.0,209.0,0.9837771654129028
aug_3_3_0_9105.jpg,388,284,person,47.0,140.0,107.0,228.0,0.9537860751152042
aug_3_2_0_3755.jpg,388,284,person,233.0,166.0,287.0,217.0,0.8072168231010437
200873.jpg,388,284,person,64.0,145.0,146.0,220.0,0.9786389470100404
200599.jpg,388,284,person,57.0,171.0,116.0,225.0,0.7539610266685486
aug_3_4_0_6066.jpg,388,284,person,291.0,180.0,377.0,264.0,0.7222270369529724
aug_3_2_0_8701.jpg,388,284,person,165.0,140.0,230.0,211.0,0.7881249189376831
200864.jpg,388,284,person,71.0,169.0,127.0,219.0,0.7988871335983276
400924.jpg,388,284,person,101.0,147.0,142.0,206.0,0.9937053322792052
100354.jpg,388,284,person,80.0,142.0,166.0,222.0,0.9890496730804444
aug_3_0_6469.jpg,388,284,person,235.0,205.0,291.0,282.0,0.9525096416473388
aug_3_3_0_3232.jpg,388,284,person,226.0,163.0,272.0,213.0,0.9629678726196288
aug_3_2_0_517.jpg,388,284,person,301.0,186.0,363.0,233.0,0.6826267242431641
200246.jpg,388,284,person,81.0,154.0,149.0,235.0,0.9593507051467896
aug_3_3_0_5583.jpg,388,284,person,162.0,185.0,210.0,234.0,0.9134328365325928
aug_3_0_6392.jpg,388,284,person,62.0,149.0,106.0,247.0,0.7648764252662659
aug_3_0_8674.jpg,388,284,person,125.0,128.0,181.0,202.0,0.8973158597946167
aug_3_2_0_7454.jpg,388,284,person,169.0,107.0,214.0,160.0,0.9296257495880128
aug_3_2_0_8469.jpg,388,284,person,243.0,150.0,300.0,235.0,0.9961994886398317
aug_3_0_8519.jpg,388,284,person,276.0,204.0,326.0,279.0,0.9639109373092652
aug_3_4_0_7825.jpg,388,284,person,191.0,167.0,223.0,249.0,0.8258776068687439
aug_3_2_0_3377.jpg,388,284,person,147.0,115.0,192.0,160.0,0.8883960247039795
aug_3_0_5143.jpg,388,284,person,139.0,176.0,197.0,220.0,0.9143968820571899
aug_3_0_4549.jpg,388,284,person,317.0,110.0,333.0,149.0,0.7003086805343628
aug_3_0_3757.jpg,388,284,person,48.0,98.0,114.0,136.0,0.9426384568214417
aug_3_4_0_2788.jpg,388,284,person,228.0,121.0,294.0,166.0,0.7371346950531006
aug_3_2_0_3066.jpg,388,284,person,49.0,170.0,109.0,240.0,0.9960758090019226
100448.jpg,388,284,person,98.0,151.0,156.0,209.0,0.91398286819458
300421.jpg,388,284,person,115.0,144.0,147.0,186.0,0.6834224462509155
aug_3_4_0_4883.jpg,388,284,person,18.0,75.0,67.0,153.0,0.935901701450348
100379.jpg,388,284,person,104.0,155.0,149.0,203.0,0.9354467391967772
300674.jpg,388,284,person,86.0,165.0,119.0,229.0,0.8788909316062927
aug_3_3_0_9018.jpg,388,284,person,174.0,157.0,233.0,205.0,0.9487269520759584
aug_3_4_0_1463.jpg,388,284,person,223.0,148.0,269.0,186.0,0.9699711203575134
300301.jpg,388,284,person,114.0,131.0,158.0,178.0,0.8240390419960022
200170.jpg,388,284,person,104.0,155.0,168.0,197.0,0.8230999708175659
aug_3_4_0_4513.jpg,388,284,person,35.0,177.0,70.0,236.0,0.8081473708152771
aug_3_3_0_9962.jpg,388,284,person,41.0,168.0,85.0,224.0,0.7013459801673889
aug_3_3_0_3318.jpg,388,284,person,241.0,141.0,289.0,197.0,0.9927587509155272
aug_3_3_0_8975.jpg,388,284,person,77.0,121.0,115.0,181.0,0.7229019403457642
aug_3_2_0_359.jpg,388,284,person,177.0,71.0,264.0,153.0,0.8989666700363159
401201.jpg,388,284,person,83.0,139.0,175.0,205.0,0.9270389676094056
aug_3_3_0_2057.jpg,388,284,person,329.0,85.0,378.0,142.0,0.9053550362586976
aug_3_0_526.jpg,388,284,person,274.0,204.0,328.0,255.0,0.9235915541648864
aug_3_4_0_1025.jpg,388,284,person,283.0,192.0,335.0,267.0,0.9200931787490844
300309.jpg,388,284,person,114.0,131.0,156.0,177.0,0.8444124460220337
aug_3_4_0_2614.jpg,388,284,person,123.0,162.0,179.0,215.0,0.849722146987915
401027.jpg,388,284,person,85.0,168.0,165.0,200.0,0.6271806359291077
aug_3_2_0_5844.jpg,388,284,person,142.0,192.0,228.0,228.0,0.7029062509536743
aug_3_0_343.jpg,388,284,person,20.0,166.0,86.0,221.0,0.6418253183364868
400907.jpg,388,284,person,107.0,161.0,147.0,223.0,0.6590364575386047
401184.jpg,388,284,person,83.0,140.0,180.0,200.0,0.8387474417686462
401199.jpg,388,284,person,82.0,136.0,179.0,198.0,0.6592341065406799
aug_3_2_0_6059.jpg,388,284,person,118.0,143.0,186.0,174.0,0.9197704195976256
aug_3_3_0_1863.jpg,388,284,person,152.0,189.0,215.0,268.0,0.8854072093963623
aug_3_4_0_9142.jpg,388,284,person,252.0,106.0,290.0,165.0,0.9669330716133118
aug_3_0_4968.jpg,388,284,person,202.0,93.0,240.0,144.0,0.9784027338027954
aug_3_4_0_5320.jpg,388,284,person,297.0,119.0,325.0,159.0,0.7391514182090759
aug_3_2_0_2214.jpg,388,284,person,144.0,209.0,218.0,264.0,0.7883516550064087
aug_3_4_0_791.jpg,388,284,person,166.0,211.0,228.0,256.0,0.7499414086341858
100299.jpg,388,284,person,80.0,159.0,148.0,199.0,0.7186210155487059
200487.jpg,388,284,person,90.0,164.0,153.0,212.0,0.9728371500968932
aug_3_0_3257.jpg,388,284,person,250.0,119.0,355.0,158.0,0.7286501526832581
aug_3_2_0_8778.jpg,388,284,person,33.0,149.0,67.0,209.0,0.8325881958007812
aug_3_2_0_2251.jpg,388,284,person,171.0,105.0,225.0,185.0,0.8971625566482544
aug_3_4_0_4349.jpg,388,284,person,173.0,92.0,217.0,171.0,0.9764271378517152
aug_3_0_5304.jpg,388,284,person,111.0,113.0,160.0,189.0,0.905146598815918
aug_3_2_0_6956.jpg,388,284,person,152.0,93.0,221.0,144.0,0.7261479496955872
aug_3_2_0_2891.jpg,388,284,person,98.0,181.0,185.0,264.0,0.9266058206558228
aug_3_0_2451.jpg,388,284,person,10.0,202.0,93.0,280.0,0.8954299688339233
aug_3_3_0_4860.jpg,388,284,person,153.0,102.0,210.0,160.0,0.9885544776916504
aug_3_0_9552.jpg,388,284,person,50.0,183.0,138.0,266.0,0.8902795314788818
400776.jpg,388,284,person,101.0,149.0,153.0,204.0,0.9781237840652466
aug_3_0_4021.jpg,388,284,person,226.0,152.0,285.0,243.0,0.9706266522407532
aug_3_0_9853.jpg,388,284,person,110.0,141.0,138.0,190.0,0.823476254940033
aug_3_4_0_3372.jpg,388,284,person,160.0,135.0,213.0,182.0,0.9572709798812866
aug_3_0_9940.jpg,388,284,person,194.0,143.0,260.0,234.0,0.9969988465309144
aug_3_4_0_4809.jpg,388,284,person,105.0,183.0,174.0,257.0,0.9022137522697448
400826.jpg,388,284,person,92.0,142.0,153.0,209.0,0.9949644207954408
aug_3_0_7916.jpg,388,284,person,165.0,157.0,216.0,219.0,0.9855213165283204
aug_3_3_0_1798.jpg,388,284,person,161.0,162.0,212.0,258.0,0.977095365524292
aug_3_4_0_5683.jpg,388,284,person,212.0,114.0,271.0,208.0,0.9469336271286012
400484.jpg,388,284,person,81.0,136.0,150.0,226.0,0.9929751753807068
aug_3_2_0_5929.jpg,388,284,person,169.0,197.0,225.0,282.0,0.9951673746109008
400567.jpg,388,284,person,112.0,144.0,147.0,213.0,0.9891256093978882
200187.jpg,388,284,person,102.0,156.0,170.0,233.0,0.9256576895713806
aug_3_2_0_9134.jpg,388,284,person,82.0,182.0,134.0,235.0,0.9261117577552797
300467.jpg,388,284,person,80.0,138.0,145.0,212.0,0.975703239440918
400506.jpg,388,284,person,96.0,137.0,156.0,200.0,0.9877613186836244
aug_3_4_0_9455.jpg,388,284,person,21.0,62.0,74.0,137.0,0.9804610013961792
aug_3_3_0_3266.jpg,388,284,person,62.0,166.0,112.0,227.0,0.6916113495826721
400777.jpg,388,284,person,99.0,150.0,147.0,207.0,0.9949982762336732
aug_3_0_6653.jpg,388,284,person,55.0,159.0,138.0,208.0,0.8079599738121033
400901.jpg,388,284,person,107.0,161.0,147.0,223.0,0.6457058787345886
400412.jpg,388,284,person,99.0,152.0,156.0,199.0,0.70289146900177
300689.jpg,388,284,person,85.0,167.0,120.0,227.0,0.8277853727340698
400545.jpg,388,284,person,105.0,147.0,154.0,201.0,0.9941782355308532
aug_3_4_0_1092.jpg,388,284,person,238.0,55.0,278.0,156.0,0.9687135815620422
200394.jpg,388,284,person,84.0,165.0,139.0,221.0,0.6524626016616821
aug_3_3_0_3051.jpg,388,284,person,111.0,142.0,163.0,237.0,0.9766669273376464
aug_3_3_0_6644.jpg,388,284,person,165.0,98.0,214.0,149.0,0.9595690369606018
401072.jpg,388,284,person,110.0,132.0,151.0,193.0,0.9605841040611268
aug_3_2_0_176.jpg,388,284,person,93.0,140.0,153.0,220.0,0.9274524450302124
aug_3_4_0_7233.jpg,388,284,person,169.0,206.0,206.0,268.0,0.9611140489578248
400537.jpg,388,284,person,116.0,150.0,156.0,212.0,0.97713303565979
400537.jpg,388,284,person,77.0,149.0,142.0,202.0,0.6189590096473694
100460.jpg,388,284,person,87.0,173.0,138.0,223.0,0.6963787078857422
100460.jpg,388,284,person,85.0,178.0,117.0,228.0,0.6749413013458252
